"sodbtn_region"	"sodbtn_county"	"sodbtn_municipality"	"name_region"	"name_county"	"name_municipality"	"year"	"type_municipality"	"loc_place_a"	"loc_place_b"	"loc_dist"	"loc_barrier"	"loc_ownership"	"inf_rom_water"	"inf_rom_sewer"	"inf_rom_electricity"	"inf_rom_gas"	"inf_rom_light"	"inf_rom_road"	"inf_maj_water"	"inf_maj_sewer"	"inf_maj_electricity"	"inf_maj_gas"
700	711	528048	"Presovsky kraj"	"Stropkov"	"Vysna Olsava"	2005	"village"	"intravilan"	"outside"	"800"	""	"yes"	"in construction"	"in construction"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"in construction"	"yes"	"yes"
700	712	527424	"Presovsky kraj"	"Svidnik"	"Krajna Bystra"	2004	"village"	"intravilan"	"outside"	"*"	"brook"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	712	527424	"Presovsky kraj"	"Svidnik"	"Krajna Bystra"	2005	"village"	"intravilan"	"outside"	"*"	"brook"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	712	527653	"Presovsky kraj"	"Svidnik"	"Nizny Komarnik"	2004	"village"	"intravilan"	"outside"	"50"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	712	527653	"Presovsky kraj"	"Svidnik"	"Nizny Komarnik"	2005	"village"	"intravilan"	"outside"	"50"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	712	528072	"Presovsky kraj"	"Svidnik"	"Vysny Mirosov"	2004	"village"	"intravilan"	"outside"	"150"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	712	528072	"Presovsky kraj"	"Svidnik"	"Vysny Mirosov"	2005	"village"	"intravilan"	"outside"	"150"	"brook"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	713	544183	"Presovsky kraj"	"Vranov nad Toplou"	"Durdos"	2004	"village"	"extravilan"	"outside"	"800"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	713	544183	"Presovsky kraj"	"Vranov nad Toplou"	"Durdos"	2005	"village"	"extravilan"	"outside"	"800"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"partly"
700	713	529001	"Presovsky kraj"	"Vranov nad Toplou"	"Posa"	2004	"village"	"intravilan"	"outside"	"150"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	713	529001	"Presovsky kraj"	"Vranov nad Toplou"	"Posa"	2005	"village"	"intravilan"	"outside"	"150"	""	"partly"	"yes"	"in construction"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"in construction"	"yes"	"yes"
700	713	529028	"Presovsky kraj"	"Vranov nad Toplou"	"Prosacov"	2004	"village"	"intravilan"	"outside"	"500"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"partly"
700	713	529028	"Presovsky kraj"	"Vranov nad Toplou"	"Prosacov"	2005	"village"	"intravilan"	"outside"	"500"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"partly"
700	713	529109	"Presovsky kraj"	"Vranov nad Toplou"	"Ruska Vola"	2004	"village"	"intravilan"	"outside"	"200"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"*"	"yes"	"no"	"yes"	"no"
700	713	529109	"Presovsky kraj"	"Vranov nad Toplou"	"Ruska Vola"	2005	"village"	"intravilan"	"outside"	"200"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"*"	"yes"	"no"	"yes"	"no"
700	713	529125	"Presovsky kraj"	"Vranov nad Toplou"	"Sacurov"	2004	"village"	"intravilan"	"outside"	"35"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"yes"	"yes"	"yes"
700	713	529125	"Presovsky kraj"	"Vranov nad Toplou"	"Sacurov"	2005	"village"	"intravilan"	"outside"	"35"	""	"partly"	"no"	"no"	"yes"	"yes"	"yes"	"asphalt"	"no"	"yes"	"yes"	"yes"
700	713	529222	"Presovsky kraj"	"Vranov nad Toplou"	"Vechec"	2004	"village"	"intravilan"	"outside"	"1000"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	713	529222	"Presovsky kraj"	"Vranov nad Toplou"	"Vechec"	2005	"village"	"intravilan"	"outside"	"1000"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	713	529290	"Presovsky kraj"	"Vranov nad Toplou"	"Zalobin"	2004	"village"	"intravilan"	"outside"	"100"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"partly"
700	713	529290	"Presovsky kraj"	"Vranov nad Toplou"	"Zalobin"	2005	"village"	"intravilan"	"outside"	"100"	"brook"	"partly"	"yes"	"partly"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"partly"
200	201	502006	"Trnavsky kraj"	"Dunajska Streda"	"Vrakun"	2004	"village"	"intravilan"	"outside"	"3000"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
200	201	502006	"Trnavsky kraj"	"Dunajska Streda"	"Vrakun"	2005	"village"	"intravilan"	"outside"	"3000"	""	"yes"	"in construction"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
200	201	502022	"Trnavsky kraj"	"Dunajska Streda"	"Zlate Klasy"	2004	"village"	"intravilan"	"outside"	"20"	"road"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
200	201	502022	"Trnavsky kraj"	"Dunajska Streda"	"Zlate Klasy"	2005	"village"	"intravilan"	"outside"	"20"	"road"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
200	202	555789	"Trnavsky kraj"	"Galanta"	"Dolna Streda"	2004	"village"	"intravilan"	"outside"	"200"	"other"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"asphalt"	"yes"	"partly"	"yes"	"yes"
200	202	555789	"Trnavsky kraj"	"Galanta"	"Dolna Streda"	2005	"village"	"intravilan"	"outside"	"200"	"other"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"asphalt"	"yes"	"partly"	"yes"	"yes"
200	202	504076	"Trnavsky kraj"	"Galanta"	"Tomasikovo"	2004	"village"	"extravilan"	"outside"	"2000"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"yes"
200	202	504076	"Trnavsky kraj"	"Galanta"	"Tomasikovo"	2005	"village"	"extravilan"	"outside"	"2000"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"yes"
200	204	507466	"Trnavsky kraj"	"Piestany"	"Prasnik"	2004	"village"	"extravilan"	"outside"	"1500"	""	"not"	"no"	"no"	"no"	"no"	"no"	"other"	"yes"	"no"	"yes"	"no"
200	204	507466	"Trnavsky kraj"	"Piestany"	"Prasnik"	2005	"village"	"extravilan"	"outside"	"1500"	""	"not"	"no"	"no"	"no"	"no"	"no"	"other"	"yes"	"no"	"yes"	"no"
200	205	504491	"Trnavsky kraj"	"Senica"	"Kuklov"	2004	"village"	"intravilan"	"outside"	"1000"	"road"	"yes"	"no"	"no"	"yes"	"no"	"no"	"other"	"no"	"no"	"yes"	"yes"
200	205	504491	"Trnavsky kraj"	"Senica"	"Kuklov"	2005	"village"	"intravilan"	"outside"	"1000"	"road"	"yes"	"no"	"no"	"yes"	"no"	"no"	"gravel"	"no"	"no"	"yes"	"yes"
200	205	504882	"Trnavsky kraj"	"Senica"	"Sajdikove Humence"	2004	"village"	"extravilan"	"outside"	"150"	""	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"yes"
200	205	504882	"Trnavsky kraj"	"Senica"	"Sajdikove Humence"	2005	"village"	"extravilan"	"outside"	"150"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"gravel"	"yes"	"yes"	"yes"	"yes"
500	505	558281	"Zilinsky kraj"	"Liptovsky Mikulas"	"Liptovska Porubka"	2004	"village"	"extravilan"	"outside"	"3000"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"none"	"yes"	"partly"	"yes"	"partly"
500	505	558281	"Zilinsky kraj"	"Liptovsky Mikulas"	"Liptovska Porubka"	2005	"village"	"extravilan"	"outside"	"3000"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"none"	"yes"	"partly"	"yes"	"partly"
500	505	510963	"Zilinsky kraj"	"Liptovsky Mikulas"	"Pribylina"	2004	"village"	"extravilan"	"outside"	"50"	"brook"	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
500	505	510963	"Zilinsky kraj"	"Liptovsky Mikulas"	"Pribylina"	2005	"village"	"extravilan"	"outside"	"50"	"brook"	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
500	505	511129	"Zilinsky kraj"	"Liptovsky Mikulas"	"Vazec"	2004	"village"	"intravilan"	"outside"	"20"	"brook"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
500	505	511129	"Zilinsky kraj"	"Liptovsky Mikulas"	"Vazec"	2005	"village"	"intravilan"	"outside"	"20"	"brook"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
500	506	512036	"Zilinsky kraj"	"Martin"	"Martin"	2004	"town"	"intravilan"	"outside"	"500"	"brook"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"partly"
500	506	512036	"Zilinsky kraj"	"Martin"	"Martin"	2005	"town"	"intravilan"	"outside"	"500"	"brook"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"partly"
